,Acquired Immunodeficiency Syndrome,Glioma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Lymphoma,Stomach Neoplasms,Thyroid Neoplasms,Uterine Cervical Neoplasms,"Cardiomyopathy, Dilated",Alzheimer Disease,Colonic Neoplasms,"Myositis, Inclusion Body",Ovarian Neoplasms,Prostatic Neoplasms,Huntington Disease,Lung Neoplasms,Breast Neoplasms,Neoplasms,Melanoma,Schizophrenia,"Carcinoma, Hepatocellular",Neuroblastoma,Colorectal Neoplasms,Eosinophilic Esophagitis,Osteosarcoma,"Thyroid Cancer, Papillary",Retinoblastoma,"Carcinoma, Squamous Cell",Glioblastoma,Astrocytoma,Esophageal Neoplasms,Tongue Neoplasms,Aging,Seizures,Mental Disorders,Depression,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Carcinoma,Wilms Tumor,"Diabetes Mellitus, Type 2",Gallbladder Neoplasms,"Leukemia, Myeloid, Acute",Adenocarcinoma of Lung,Pancreatic Neoplasms,"Intracranial Hemorrhage, Hypertensive",Stroke,"Stroke, Lacunar",Peripheral Arterial Disease,"Glaucoma, Open-Angle",Intracranial Aneurysm,Leukemia,Cardiovascular Diseases,Carotid Stenosis,Glaucoma,Atherosclerosis,"Carcinoma, Basal Cell",Endometriosis,Coronary Artery Disease,Aortic Aneurysm,"Neurofibroma, Plexiform",Myocardial Infarction,"Aortic Aneurysm, Abdominal",Periodontitis,Neurofibromatosis 1,Diabetes Mellitus,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Frailty,Neurofibromatoses,Primary Myelofibrosis,Hypertension,Heart Failure,Medulloblastoma,"Leukemia, Lymphocytic, Chronic, B-Cell","Osteoporosis, Postmenopausal",Bone Diseases,Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Autism Spectrum Disorder,"Depressive Disorder, Major",Psychotic Disorders,Mood Disorders,"Leukemia, Lymphoid",Kidney Neoplasms,"Lymphoma, B-Cell","Leukemia, T-Cell",Multiple Myeloma,"Lupus Erythematosus, Systemic","Lymphoma, Mantle-Cell",Osteoarthritis,Liver Cirrhosis,Head and Neck Neoplasms,"Carcinoma, Ovarian Epithelial",Hematopoiesis,Hydatidiform Mole,Marek Disease,Neural Tube Defects,Pheochromocytoma,Congenital Hyperinsulinism,Pre-Eclampsia,Prader-Willi Syndrome,Hyperprolactinemia,Silver-Russell Syndrome,Adenocarcinoma,"Neoplasms, Germ Cell and Embryonal",Meningioma,Liver Neoplasms,Gestational Trophoblastic Disease,Choriocarcinoma,Pituitary Neoplasms,Adrenocortical Carcinoma,Trophoblastic Neoplasms,Infertility,Beckwith-Wiedemann Syndrome,"Arthritis, Rheumatoid","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Polycythemia Vera,Hyperhomocysteinemia,Obesity,Fibrosis,Rhabdomyosarcoma,Insulinoma,"Infarction, Middle Cerebral Artery","Carcinoma, Embryonal",Parkinson Disease,"Heart Defects, Congenital",Pneumoconiosis,"Colitis, Ulcerative",Diabetic Cardiomyopathies,"Aortic Aneurysm, Thoracic",Ependymoma,Sarcoma,Heart Diseases,Hepatitis C,Squamous Cell Carcinoma of Head and Neck,Gastrointestinal Stromal Tumors,Asthenozoospermia,Cerebrovascular Disorders,Multiple Sclerosis,Sjogren's Syndrome,"Thyroiditis, Autoimmune","Diabetes Mellitus, Type 1",Narcolepsy,Fibroma,Fibrosarcoma,Uterine Neoplasms,"Sarcoma, Endometrial Stromal","Carcinoma, Endometrioid",Hyperglycemia,HIV,"Vitreoretinopathy, Proliferative",Congenital Microtia,Retinal Degeneration,Amyotrophic Lateral Sclerosis,Familial Primary Pulmonary Hypertension,Hemangioma,Heroin Dependence,Myelodysplastic Syndromes,Metabolic Syndrome,"Purpura, Thrombocytopenic",Liver Diseases,Substance-Related Disorders,Diabetic Retinopathy,Myopia,"Leukemia, Myeloid",Syndrome,Psoriasis,Diabetic Nephropathies,Plasmacytoma,Hodgkin Disease,Burkitt Lymphoma,Cleft Lip,Cardiomegaly,"Leukemia, Promyelocytic, Acute",Asthma,Spinocerebellar Ataxias,Cardiomyopathies,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Multiple Sclerosis, Relapsing-Remitting",Hepatoblastoma,"Renal Insufficiency, Chronic",Prostatic Hyperplasia,Lithiasis,"Epilepsy, Temporal Lobe",Neurodegenerative Diseases,Klinefelter Syndrome
Periodontitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215599631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117379394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215609414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurofibromatosis 1,0,0.124884917,0.032454327,0.039306322,0.137848828,0.04097238,0.049147233,0.033839013,0,0.111620667,0.032108576,0.121086692,0.041357955,0.040966434,0.240869482,0.042076127,0.067987971,0.180274186,0.143217722,0,0.062536102,0.085675139,0.032126963,0,0.079484857,0.054318446,0.096602533,0.083014401,0.085675139,0.101220806,0.046106113,0.040967768,0,0.072319901,0,0,0.042858689,0.036128243,0.054428452,0.120023057,0.264342963,0,0.04097238,0.089307605,0.06027501,0.047263828,0.037778136,0.043414503,0.035258515,0,0,0.034394306,0.171335901,0,0.034394306,0,0,0.083014401,0,0,0,0.467986975,0,0,0,1,0,0.077967533,0,0.831117946,0,0,0,0.094583742,0.064695028,0,0,0,0,0.06470553,0,0,0,0,0.09716061,0.039306322,0.081804708,0.077967533,0.07809629,0,0.081804708,0,0,0.078944498,0.062938821,0,0.072392465,0,0.118292093,0.094402825,0.048589852,0,0.11863573,0.034163874,0.093809266,0.089307605,0.171335901,0.20785283,0.052538635,0.090338233,0.079326807,0.070203872,0.055729142,0.117060466,0,0.113254837,0,0.076176075,0.040301597,0.072269878,0,0,0.067374547,0.059182204,0.029054691,0.120023057,0.152507027,0.042774601,0,0,0,0,0.101220806,0.120023057,0,0,0.077080472,0.074363131,0,0.052017356,0.053265157,0,0,0,0.039135176,0.070554034,0.079484857,0.040303977,0.091509811,0.048098343,0,0,0,0.05980259,0,0.17430899,0,0.120023057,0,0,0,0,0,0,0,0,0.120023057,0,0,0,0.10379559,0.104519116,0.054882369,0.031627868,0,0.070555245,0,0.217318779,0,0.064695028,0,0.099468197,0.044079964,0.120023057,0,0,0,0.036835512,0.279132463,0.060061079
Diabetes Mellitus,0,0,0,0,0,0,0.1492787,0,0,0,0,0,0.117469606,0,0,0,0,0,0,0,0,0,0,0,0,0.110387899,0,0,0,0,0,0,0,0,0,0,0.123273489,0,0,0,0,0.825271837,0,0,0,0.141191393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.182699375,0,0,0,0.082777361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099030199,0,0,0,0,0,0.259617637,0,0.044218007,0.15200684,0,0,0,0,0,0,0,0.118050594,0.101832186,0,0,0,0,0,0,0.158021204,0.067345137,0,0,0.110825851,0,0,0,0,0,0,0.352170325,0,0,0,0,0,0,0,0,0,0,0,0.140834092,0.700184777,0,0,0,0,0,0.08343714,0.492389032,0,0,0,0,0.130638239,0,0,0,0,0.410507286,0,0,0,0.290355213,0,0,0,0,0.331216501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110178519
Precursor Cell Lymphoblastic Leukemia-Lymphoma,0.048039002,0.115469732,0.030156432,0.039205409,0.600040712,0.041375502,0.051966605,0.032143521,0,0,0.029733865,0,0.041764579,0.041367673,0,0.042843099,0.077177521,0.248352782,0.139932253,0,0.08736977,0.085259257,0.030073609,0.077787412,0.113361432,0.075586014,0.083242015,0.120082876,0.085259257,0.097336893,0.047871258,0.041369409,0,0,0,0,0.043658223,0.035008539,0.075680077,0.176127542,0.120471093,0,0.041375502,0.263455933,0.086209912,0.049412833,0,0,0,0,0,0,0.497614866,0,0,0,0,0.120082876,0,0,0,0.094611622,0,0,0,0.077967533,0,1,0,0.096549722,0.051191279,0,0,0.089008524,0.620497364,0,0,0,0,0.07973571,0,0,0,0,0.872197181,0.039205409,0.406288033,0.725126321,0.333430031,0.082039386,0.406288033,0,0,0.094557288,0.08421521,0,0.105737294,0.324682406,0,0.087911747,0,0,0,0,0,0.132555069,0.250369662,0.128081208,0.056715058,0.128380456,0.108465807,0.041954803,0.077971628,0.161417235,0,0,0.065632792,0.254556233,0.081931352,0,0,0,0.099837573,0.084199833,0,0.176127542,0,0,0,0,0,0,0.097336893,0.176127542,0,0,0.109082881,0.103938306,0,0,0.046446001,0.039062018,0.079009582,0.073200075,0,0.106263919,0.113361432,0.040498435,0.123162465,0.064921156,0,0,0,0,0,0,0,0.176127542,0,0.067994052,0,0.115642665,0,0,0,0,0.35005712,0,0,0,0.434183753,0.48596122,0.273504578,0,0,0.211204455,0.038360173,0,0,0.855709338,0.061444321,0,0.038634296,0.176127542,0,0,0,0,0,0
Frailty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132967489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082814098,0.502454733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181156072,0,0,0,0,0,0.384961951,0,0,0,0,0,0,0.116896624,0,0,0,0,0,0,0,0,0,0,0,0.502454733,0,0,0
Neurofibromatoses,0,0.152699876,0.046511232,0.052226887,0.154474691,0.054386802,0.062075155,0.04694445,0,0.136865895,0.046028839,0.060097204,0.05243379,0.054379372,0.29268694,0.055815003,0.081315765,0.194133224,0.169277542,0,0.07994249,0.115668957,0.044622186,0,0.098381001,0.071120816,0.118794713,0.102636598,0.115668957,0.130341292,0.058319438,0.054380556,0,0.086310151,0,0,0.054297064,0.050041314,0.071201179,0.14044827,0.313664872,0,0.054386802,0.110201176,0.078669311,0.059750816,0.052227545,0.05750547,0.048829447,0,0,0.047661257,0.19090468,0,0.047661257,0,0,0.102636598,0,0,0,0.406023017,0,0,0,0.831117946,0,0.096549722,0,1,0,0,0,0.122000952,0.084294386,0,0,0,0,0.082139868,0,0,0,0,0.11431169,0.052226887,0.101181312,0.096549722,0.092299444,0,0.101181312,0,0,0.094037406,0.078305707,0,0.092218951,0,0.141191258,0.124834016,0.055499775,0,0.146954195,0.048857237,0.112690512,0.110201176,0.19090468,0.243958552,0.06625088,0.109234053,0.096214455,0.09254291,0.072865578,0.134610849,0,0.135460665,0,0.094383055,0.05351759,0.091537121,0,0,0.087692653,0.077278027,0.041716138,0.14044827,0.17742541,0.051160243,0,0,0,0,0.130341292,0.14044827,0,0,0.095560075,0.092189506,0,0.065569547,0.067102872,0,0,0,0.054053134,0.091717359,0.098381001,0.053520675,0.107807891,0.063076729,0,0,0,0.067974865,0,0.125489123,0,0.14044827,0,0,0,0,0,0,0,0,0.14044827,0,0,0,0.121926015,0.122756134,0.071784489,0.039926624,0,0.091718418,0,0.277619956,0,0.084294386,0,0.119336956,0.058364951,0.14044827,0,0,0,0.05095711,0.307684703,0.079960736
Primary Myelofibrosis,0,0,0,0,0.063168088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101798123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051191279,0,0,1,0,0,0,0.044243588,0,0,0,0,0.034651897,0,0,0,0,0.060727892,0,0.045042359,0.051191279,0.089377172,0,0.045042359,0,0,0,0,0,0,0.047711257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455249328,0.45526352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441211479,0,0.098804412,0,0,0,0,0,0,0,0,0,0.052586993,0.029475101,0,0,0,0,0,0,0.044243588,0.389114639,0,0,0,0,0,0,0,0,0
Hypertension,0,0,0,0,0,0,0,0,0.12858653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287261116,0.326270571,0.254834624,0.298146597,0,0.285222773,0,0.459897499,0.285222773,0,0.319707885,0,0,0.248398256,0.337376295,0,0.354149597,0.293514824,0,0,0,0,0,0,0,1,0.192295388,0,0,0,0,0,0,0.063393207,0,0,0,0,0,0,0,0,0.191618615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199085825,0,0,0.146331781,0,0,0.113680902,0.293514824,0,0,0.276258848,0,0,0,0,0.38409316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27142606,0,0,0,0,0,0,0,0,0,0.146368063,0,0,0,0.192295388,0,0,0,0,0,0,0,0,0,0,0
Heart Failure,0,0,0,0,0,0,0,0,0.337378613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109485038,0.124352875,0.097126192,0.113633867,0,0.108708155,0,0.459897499,0.108708155,0,0.121851611,0,0,0.248393567,0.128585647,0,0.354149597,0.11186854,0,0,0,0,0,0,0,0.192295388,1,0,0,0,0,0,0,0.166327782,0,0,0,0,0,0,0,0,0.073032409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075878418,0,0,0.383937673,0,0,0.298270006,0.11186854,0,0,0.724833518,0,0,0,0,0.146391042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103449756,0,0,0,0,0,0,0,0,0,0.384032869,0,0,0,0.504534582,0,0,0,0,0,0,0,0,0,0,0
Medulloblastoma,0,0.768887787,0.021897272,0.031593734,0.165335486,0.033321896,0.044021605,0.02456786,0,0,0.021593458,0,0.035459638,0.033315453,0,0.034489707,0.068192519,0.231820135,0.313019055,0,0.129150827,0.511762624,0.023002465,0,0.09126,0.10450379,0.389043651,0.191995423,0.511762624,0.614512795,0.040589377,0.033317261,0,0,0,0,0.03705176,0.02673059,0.11511383,0.295580833,0.104366728,0,0.033321896,0.106489529,0.130946149,0.04188183,0,0,0,0,0,0,0.220594922,0,0,0,0,0.191995423,0,0,0,0.130354508,0,0,0,0.094583742,0,0.089008524,0,0.122000952,0,0,0,1,0.072200942,0,0,0,0,0,0,0,0,0,0.11266804,0.031593734,0.094755902,0.089008524,0.085963193,0,0.094755902,0,0,0.083312241,0.135174432,0,0.142373674,0,0,0.238349198,0,0,0,0,0,0.211650135,0.422312064,0.204545906,0.047993082,0.184388772,0.216212782,0.035619633,0.118563121,0.245753745,0,0,0,0.086381296,0.032621308,0,0,0,0.07615991,0.127923252,0,0.280143759,0,0,0,0,0,0,0.614512795,0.148718373,0,0,0.155126002,0.083759252,0,0,0,0,0,0,0,0.080992871,0.09126,0.032623782,0.10445931,0.098890997,0,0,0,0,0,0,0,0.148718373,0,0,0,0,0,0,0,0,0.148718373,0,0,0,0.122644974,0.123757613,0.058522254,0,0,0.080994418,0,0,0,0.072200942,0,0,0,0.148718373,0,0,0,0,0,0
"Leukemia, Lymphocytic, Chronic, B-Cell",0.042939826,0.099029136,0.023318025,0.033446649,0.54626792,0.035389624,0.046670183,0.026017576,0,0,0.022974,0,0.03715833,0.035382428,0,0.036709579,0.072692765,0.25526308,0.125772624,0,0.072173195,0.066156775,0.024268599,0.067798975,0.097129336,0.060811117,0.070364605,0.103201688,0.066156775,0.079322119,0.042830539,0.035384324,0,0,0,0,0.038910415,0.028455741,0.060941258,0.16032732,0.109153957,0,0.035389624,0.227706231,0.069824118,0.044272291,0,0,0,0,0,0,0.474310999,0,0,0,0,0.103201688,0,0,0,0.076984629,0,0,0,0.064695028,0,0.620497364,0,0.084294386,0.044243588,0,0,0.072200942,1,0,0,0,0,0.067272204,0,0,0,0,0.782037799,0.033446649,0.336049713,0.620497364,0.294384528,0.077420745,0.336049713,0,0,0.090129063,0.071218861,0,0.088165932,0.288618743,0,0.068333597,0,0,0,0,0,0.114567984,0.238644568,0.114647366,0.051158418,0.1125988,0.094367185,0.037334059,0.06286563,0.148091871,0,0,0.061269235,0.217504379,0.070005462,0,0,0,0.081474419,0.068118721,0,0.16032732,0,0,0,0,0,0,0.079322119,0.16032732,0,0,0.093212031,0.088677598,0,0,0.039913035,0.034637385,0.074411565,0.068675324,0,0.087030012,0.097129336,0.034603203,0.110056682,0.051970619,0,0,0,0,0,0,0,0.16032732,0,0.061891081,0,0.107362025,0,0,0,0,0.318653855,0,0,0,0.390921401,0.422758378,0.212559649,0,0,0.172977148,0.03265613,0,0,0.50488523,0.055596713,0,0.031526044,0.16032732,0,0,0,0,0,0
"Osteoporosis, Postmenopausal",0,0,0,0,0,0,0,0,0,0,0,0.072561038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143033878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182699375,0,0,0,0,0,0,0,0,1,0.454001803,0,0,0.032978285,0,0,0,0,0,0,0,0,0,0,0,0.092416778,0,0,0,0,0,0,0,0,0.102112846,0,0.034414095,0,0.049759509,0,0,0,0,0,0,0,0,0,0,0,0.07203564,0,0,0.129758694,0.055348348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042023682,0,0.12115852,0,0,0,0,0,0,0.205026866,0,0,0,0,0.101762551,0,0,0,0,0.232265461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone Diseases,0,0,0,0,0,0,0,0,0,0,0,0.201106556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454001803,1,0,0,0.094718583,0,0,0,0,0,0,0,0,0,0,0,0.215854925,0,0,0,0,0,0,0,0,0,0,0,0,0.126604034,0,0,0,0,0,0,0,0,0,0,0,0.159079392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104032703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bipolar Disorder,0,0,0,0,0,0,0,0,0,0.103115755,0,0,0,0,0.068232535,0,0,0,0,0.194200756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460750139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.194200756,0,0.149016847,0.149016847,0.194200756,0.278709095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105603621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154942362,0,0,0,0,0.237831671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panic Disorder,0,0,0,0,0,0,0,0,0,0.103115755,0,0,0,0,0.068232535,0,0,0,0,0.194200756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460750139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194200756,1,0,0.149016847,0.149016847,0.194200756,0.278709095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105603621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154942362,0,0,0,0,0.237831671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiGeorge Syndrome,0,0,0,0,0.100256898,0,0.052577372,0,0.1108406,0,0,0.04341695,0.044684382,0,0.074795668,0,0,0,0,0,0,0,0,0.025740582,0,0.035024292,0,0,0,0,0,0,0,0,0,0,0.046217164,0,0,0,0.081817597,0.058734336,0,0,0,0.050682661,0.032546231,0.041507333,0.030515739,0.039532573,0,0.038567609,0,0.153180597,0.038567609,0,0.034372837,0,0,0.078935132,0.042244993,0,0.11364443,0.032914286,0,0.06470553,0.082777361,0.07973571,0,0.082139868,0.034651897,0.063393207,0.166327782,0,0.067272204,0.032978285,0.094718583,0,0,1,0,0,0,0,0.097865454,0,0.067974578,0.07973571,0.053823661,0,0.067974578,0.056747821,0,0,0.032472109,0,0,0.083755932,0.11323204,0,0.045871031,0,0.29482632,0.043108787,0.495662112,0,0,0,0,0,0,0.044839832,0.027644424,0,0,0.380600507,0.048347108,0.029887253,0.029887818,0.068271862,0,0,0,0.029250677,0.023019981,0,0,0.482592876,0,0,0.143842664,0.032914286,0,0,0.247863733,0,0,0,0,0.055220241,0,0.030257395,0.041114131,0.052950116,0,0,0,0,0,0.024047342,0,0,0,0.147719421,0,0,0,0,0,0.045631566,0,0.025235263,0,0,0.066886476,0,0,0,0,0.038536924,0,0.081019131,0.049405205,0.078493773,0.144871697,0,0,0.06644755,0.166327782,0.067272204,0.042584644,0.151940152,0,0,0,0,0,0,0,0.182948218
Autism Spectrum Disorder,0,0,0,0,0,0,0,0,0,0.076616926,0,0,0,0,0.051375656,0,0,0,0,0.149016847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149016847,0.149016847,0,1,0.108835169,0.149016847,0.223433455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070546637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120316915,0,0,0,0,0.192487037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depressive Disorder, Major",0,0,0,0,0,0,0,0,0,0.076616926,0,0,0,0,0.051375656,0,0,0,0,0.149016847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149016847,0.149016847,0,0.108835169,1,0.149016847,0.581826023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070546637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120316915,0,0,0,0,0.192487037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychotic Disorders,0,0,0,0,0,0,0,0,0,0.103115755,0,0,0,0,0.068232535,0,0,0,0,0.50570338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460750139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194200756,0.194200756,0,0.149016847,0.149016847,1,0.278709095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105603621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154942362,0,0,0,0,0.237831671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mood Disorders,0,0,0,0,0,0,0,0,0,0.149878366,0,0,0,0,0.096920363,0,0,0,0,0.278709095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618819951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278709095,0.278709095,0,0.223433455,0.581826023,0.278709095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169756905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217549023,0,0,0,0,0.321886932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
