,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute","Lymphoma, B-Cell",Rhabdomyosarcoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
"Leukemia, Lymphoid",0.055321607,0.239276759,0,0.04979841,0.055536028,0.138455867,0,0,0,0,0,0.048418095,0.159886472,0.039729488,0.04735944,0.095752474,0.096752975,0.136108159,0.101888629,0.109006412,0.038347943,0.051437496,0.083443068,0,0.04081172,0.055053902,0.041309747,0.049791376,0,0,0,0,0.050487295,0.044187514,0.096799824,0.049789852,0.109362078,0.312522997,0.04979841,0.039213321,0.039729488,0.056712595,0.174686182,0,0,0,0.872197181,0,0.143567456,0,0,0,0,0,0,0,0,0.529263726,0,0.11419712,0.11431169,0,0.119240223,0,0,0.059445142,0,0.060727892,0.782037799,0.11266804,0,0,0,0,0.097865454,0,0,1,0.67597771,0.19772901,0.149699392,0.04735944,0.100571237,0,0,0.504245965,0.099551368,0,0.130197461,0.128562854,0,0.266293452,0.150442777,0.111777122,0,0,0.064478663,0.376887697,0.147202063,0,0.111777122,0,0.114978586,0.048626421,0,0,0,0.18016163,0.1368808,0,0,0,0,0,0.157242644,0.064478663,0.071861844,0.125543626,0,0.131415536,0.079581721,0.048814736,0.390279563,0.19772901,0.103014171,0,0,0,0,0,0,0.306825271,0,0.076338964,0.127604813,0,0,0.392990484,0,0,0.360740192,0,0,0.574560805,0.494898481,0.046478823,0.263796017,0.504245965,0.125317305,0.069554207,0,0,0.19772901,0.143567456,0,0,0.080906487
Lymphoma,0.056951385,0.280368717,0,0.069993941,0.057564966,0.194931648,0,0,0,0,0,0.064275685,0.213642023,0.060414356,0.066457233,0.13713053,0.141423927,0.191509525,0.142126188,0.156686306,0.056089475,0.072376655,0.105999769,0,0.059808078,0.073349332,0.060561559,0.069983291,0,0,0,0,0.067098176,0.064926964,0.141381786,0.069981943,0.160323818,0.222442144,0.069993941,0.059603789,0.060414356,0.075628311,0.201405671,0,0,0,0.600040712,0,0.202388977,0,0,0,0,0,0,0,0,0.340757809,0,0.159789448,0.154474691,0,0.175321407,0,0,0.079390369,0,0.063168088,0.54626792,0.165335486,0,0,0,0,0.100256898,0,0,0.67597771,1,0.266293452,0.156592733,0.066457233,0.128694243,0,0,0.77110409,0.145518693,0,0.188258594,0.176324224,0,0.340757809,0.20739081,0.170345561,0,0,0.086351449,0.386599767,0.196177921,0,0.170345561,0,0.175409172,0.064559564,0,0,0,0.235399202,0.177416936,0,0,0,0,0,0.222442144,0.086351449,0.073988166,0.176172579,0,0.184868775,0.082197745,0.068565972,0.435126422,0.266293452,0.143735282,0,0,0,0,0,0,0.233121345,0,0.079485099,0.130965587,0,0,0.266293452,0,0,0.554451132,0,0,0.865005464,0.561938609,0.04789143,0.195930809,0.77110409,0.184586996,0.072156426,0,0,0.266293452,0.202388977,0,0,0.083611811
"Carcinoma, Embryonal",0,0.379706253,0,0.065795686,0,0.34327459,0,0,0,0,0,0.059973793,0.35563886,0.053179364,0.061604366,0.11877015,0.122265286,0.181710005,0.231640146,0.139863323,0.049067596,0.068686623,0.112264263,0,0.053174848,0.070498806,0.054023452,0.06578297,0,0,0,0,0.063181263,0.059052984,0.122261109,0.065781186,0.143009225,0.221445973,0.065795686,0.052259727,0.053179364,0.073242466,0.117578148,0,0,0,0.176127542,0,0.195253656,0,0,0,0,0,0,0,0,0.385610632,0,0.144655742,0.14044827,0,0.160387006,0,0,0.077864317,0,0,0.16032732,0.280143759,0,0,0,0,0,0,0,0.19772901,0.266293452,1,0,0.061604366,0.145633841,0,0,0.190545648,0.126683563,0,0.341019913,0.314086592,0,0.766409081,0.385886486,0.292631297,0,0,0.086733877,0,0.189018479,0,0.292631297,0,0.315825548,0.060293754,0,0,0,0.450026181,0.167992797,0,0,0,0,0,0.221445973,0.086733877,0,0.163358747,0,0.173625601,0,0.064089336,0.143195695,0.281331002,0.127168567,0,0,0,0,0,0,0.169685536,0,0,0,0,0,0.281331002,0,0,0.123806736,0,0,0.222139287,0.219631659,0,0.18577253,0.190545648,0.171575746,0,0,0,0.281331002,0.195253656,0,0,0
Autoimmune Diseases,0.13647683,0,0,0,0.432398134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147928373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146609394,0,0,0,0,0,0,0,0,0.149699392,0.156592733,0,1,0,0,0,0,0.149702025,0,0,0,0,0,0,0,0,0,0,0,0.11419662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417577382,0,0,0,0.48346172,0,0.105186717,0,0,0,0,0,0,0,0,0,0,0,0.168203059,0,0,0,0,0,0.104388581,0,0,0.152602725,0.168355443,0.127460069,0,0.149702025,0,0,0,0,0,0,0,0,0.495374765
Kidney Neoplasms,0,0.225460399,0,0.102945407,0,0.040845862,0,0,0,0,0,0.267714175,0.04969838,0.074834189,0.603260341,0.081889087,0.088225377,0.04014663,0.079368116,0.093327045,0.075315817,0.106369837,0.191332282,0,0.240196585,0.119871432,0.081189204,0.102931327,0,0,0,0,0.245944089,0.260265616,0.733350588,0.267888363,0.081174552,0.046454496,0.102945407,0.073850066,0.074834189,0.123515549,0.198055175,0,0,0,0.039205409,0,0.042370659,0,0,0,0,0.164185089,0,0,0,0.087281464,0,0.072330921,0.052226887,0,0.033456003,0,0,0.129525101,0,0,0.033446649,0.031593734,0,0,0,0,0,0,0,0.04735944,0.066457233,0.061604366,0,1,0.231104668,0,0,0.041604703,0.073825975,0,0.077209,0.080667674,0,0.087281464,0.094539834,0.030050089,0,0.227921896,0.140606912,0,0.093192163,0,0.030050089,0,0.030920913,0.105765495,0,0.06274071,0,0.119959855,0.679441376,0,0,0,0,0,0.046454496,0.140606912,0,0.037000817,0.061631765,0.133149897,0,0.302161104,0.03653336,0.061604366,0.210716096,0,0,0,0,0,0,0.038103372,0,0,0,0,0,0.061604366,0,0,0.027378335,0,0.416583382,0.05178629,0.051343609,0,0.037284877,0.041604703,0.035180462,0,0,0.402805431,0.061604366,0.042370659,0,0.116458308,0.299864614
Head and Neck Neoplasms,0,0.458881481,0,0.247530037,0,0.100067094,0,0,0,0,0,0.212142885,0.107330598,0.216679431,0.231104668,0.364041255,0.400614791,0.097693201,0.176049319,0.216967805,0.191636359,0.258911674,0.382288715,0,0.20835148,0.498504576,0.42099416,0.491868559,0,0,0,0,0.223882018,0.232464836,0.179911232,0.247474634,0.21175567,0.120286341,0.247530037,0.212763486,0.216679431,0.260975051,0.40130072,0,0,0,0.094557288,0,0.105341794,0,0,0,0,0,0,0,0,0.190021027,0,0.349123926,0.094037406,0,0.090164234,0,0,0.552830944,0,0,0.090129063,0.083312241,0,0,0,0,0,0,0,0.100571237,0.128694243,0.145633841,0,0.231104668,1,0,0,0.102679625,0.186666878,0,0.104659759,0.094303037,0,0.190021027,0.11689426,0.089195706,0,0,0.311365834,0,0.217243669,0,0.089195706,0,0.092913584,0.213312069,0,0,0,0.134297805,0.189737734,0,0,0,0,0,0.120286341,0.311365834,0,0.087414781,0,0.573975618,0,0.240831135,0.072014582,0.145633841,0.17851683,0,0,0,0,0,0,0.09094708,0,0,0,0,0,0.145633841,0,0,0.068843592,0,0,0.113567066,0.112224404,0,0.105236073,0.102679625,0.096778192,0,0,0,0.145633841,0.105341794,0,0,0
Liver Cirrhosis,0,0,0,0.111240816,0,0,0,0,0,0,0,0,0,0,0,0.07056958,0,0,0,0.254872099,0.08249774,0,0,0,0,0.09661776,0,0,0,0,0,0,0,0,0,0,0,0,0.111240816,0.088492352,0,0.123332223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.109767812,0,0,0,0,0,0.384480008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092834158,0,0,0,0,0.147109616,0,0.104019936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osteoarthritis,0,0,0,0,0,0,0,0,0,0,0.110924239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215854925,0.092416778,0,0,0.056747821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076953824,0,0,0,0,0,0,0,0,0,0.527628893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphoma, Mantle-Cell",0.043488916,0.274846953,0,0.044056903,0.040560454,0.12338482,0,0,0,0,0,0.043847107,0.148881334,0.032200582,0.041604703,0.079941828,0.07970398,0.120980026,0.087276861,0.092438661,0.031798969,0.045724645,0.082503864,0,0.034122496,0.050627634,0.034596837,0.044049918,0,0,0,0,0.045939128,0.037369203,0.079794086,0.044048103,0.091589954,0.143093229,0.044056903,0.031719401,0.032200582,0.052355223,0.164418853,0,0,0,0.406288033,0,0.128666339,0,0,0,0,0,0,0,0,0.271876062,0,0.09911465,0.101181312,0,0.101132324,0,0,0.055231052,0,0.045042359,0.336049713,0.094755902,0,0,0,0,0.067974578,0,0,0.504245965,0.77110409,0.190545648,0.149702025,0.041604703,0.102679625,0,0,1,0.082345921,0,0.113255228,0.114686993,0,0.271876062,0.137189871,0.091459257,0,0,0.06062617,0.291809787,0.135537765,0,0.091459257,0,0.094518388,0.04405683,0,0,0,0.171911696,0.126220586,0,0,0,0,0,0.143093229,0.06062617,0.062056462,0.110307035,0,0.11615127,0.069665909,0.043063786,0.312541023,0.190545648,0.088347118,0,0,0,0,0,0,0.149935102,0,0.063040985,0.108577382,0,0,0.190545648,0,0,0.439645804,0,0,0.605547531,0.418897427,0.033088209,0.114561971,0.686607525,0.1071262,0.056522869,0,0,0.190545648,0.128666339,0,0,0.070992765
Adrenocortical Carcinoma,0,0.189910758,0,0.07736732,0,0.160925381,0,0,0,0,0,0.220305587,0.104088654,0.050574966,0.073825975,0.216177985,0.413969194,0.07969448,0.158513751,0.380077606,0.054121048,0.079735371,0.157177366,0,0.057369391,0.095468375,0.058022731,0.077358196,0,0,0,0,0.229178644,0.061777443,0.344852739,0.077353888,0.386623727,0.09106687,0.07736732,0.049961015,0.050574966,0.255623032,0.162232531,0,0,0,0.077971628,0,0.297645036,0,0,0,0.101832186,0,0,0,0,0.186674363,0,0.266933578,0.072865578,0,0.062881771,0,0.072384239,0.267112923,0,0,0.06286563,0.118563121,0,0,0,0,0.027644424,0,0,0.099551368,0.145518693,0.126683563,0,0.073825975,0.186666878,0,0,0.082345921,1,0,0.07160702,0.352259599,0,0.186674363,0.092045626,0.106344172,0,0,0.110627683,0,0.130432067,0,0.106344172,0,0.05492142,0.22120082,0,0,0,0.122216079,0.123242753,0.048607633,0,0,0,0,0.550142849,0.110627683,0,0.073914377,0,0.295257804,0.063796475,0.07594232,0.07811187,0.126683563,0.354775871,0,0,0,0,0,0.035247404,0.075948909,0,0,0,0,0,0.126683563,0,0,0.05223572,0,0.046336161,0.108109473,0.107260532,0,0.069429119,0.082345921,0.065846277,0,0,0,0.126683563,0.297645036,0,0.041290093,0
Beckwith-Wiedemann Syndrome,0,0,0,0,0,0,0,0,0.117411818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119669027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135460665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380600507,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.074192058,0,0,0,0.121855058,0,0,0,0,0.214684933,0,0,0,0,0.485764761,0,0.540497086,0,0.134747365,0,0,0,0.193809388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260552104,0,0,0,0,0,0,0,0,0,0.572529273,0,0,0.148543704,0,0,0,0,0,0,0,0,0.263238694,0,0,0,0,0.279691269,0
Hydatidiform Mole,0,0.281462139,0,0.044694514,0,0.188824685,0,0,0,0,0,0.072806104,0.210230358,0.032688171,0.077209,0.070324499,0.069246508,0.108669662,0.132968814,0.081460691,0.032205543,0.046411829,0.083777206,0,0.061851576,0.051277653,0.035078739,0.044687308,0,0,0,0,0.04647362,0.067823917,0.093391494,0.044685474,0.079757725,0.128887148,0.044694514,0.032192444,0.032688171,0.053050727,0.087209337,0,0,0,0.105737294,0,0.115684425,0,0,0,0,0.063958292,0,0,0,0.258995465,0,0.088787789,0.092218951,0,0.088194517,0,0,0.056005665,0,0,0.088165932,0.142373674,0,0,0,0,0,0,0,0.130197461,0.188258594,0.341019913,0,0.077209,0.104659759,0,0,0.113255228,0.07160702,0,1,0.491875314,0,0.503897471,0.844064349,0.135482314,0,0.053718683,0.061560946,0,0.125085695,0,0.135482314,0,0.150069314,0.044548147,0,0.167363343,0,0.759391776,0.13862868,0,0,0,0,0,0.128887148,0.061560946,0,0.098951066,0,0.104217951,0,0.079956479,0.097327991,0.176784664,0.10069651,0,0,0,0,0,0,0.102330556,0,0,0,0,0,0.176784664,0,0,0.070143465,0,0.035801567,0.144251056,0.142828517,0,0.10011255,0.113255228,0.093508009,0,0,0.033741979,0.176784664,0.115684425,0,0.024035951,0.023349578
Choriocarcinoma,0,0.221675555,0,0.047324262,0,0.276094251,0,0,0,0,0,0.076350536,0.211660461,0.037679307,0.080667674,0.203273073,0.294165311,0.110911383,0.206001632,0.368552496,0.036626372,0.048802361,0.079081031,0,0.06799808,0.052577559,0.03931924,0.047317957,0,0,0,0,0.048396566,0.073333052,0.36915903,0.047316484,0.385305967,0.127124622,0.047324262,0.037214545,0.037679307,0.054088401,0.081681595,0,0,0,0.108465807,0,0.335361425,0,0,0,0,0.058273272,0,0,0,0.227485912,0,0.269720842,0.096214455,0,0.09439194,0,0,0.056568671,0,0,0.094367185,0.216212782,0,0,0,0,0,0,0,0.128562854,0.176324224,0.314086592,0,0.080667674,0.094303037,0,0,0.114686993,0.352259599,0,0.491875314,1,0,0.438822317,0.586091656,0.206020423,0,0.050723472,0.061108557,0,0.124352144,0,0.206020423,0,0.164026407,0.046683875,0,0.152487435,0,0.724952883,0.141432145,0,0,0,0,0,0.59740269,0.061108557,0,0.102709548,0,0.263168304,0,0.083027162,0.100453101,0.164477045,0.268345742,0,0,0,0,0,0,0.105592992,0,0,0,0,0,0.164477045,0,0,0.078125022,0,0.036191581,0.139852159,0.138728353,0,0.10445276,0.114686993,0.098940643,0,0,0.034625383,0.164477045,0.335361425,0,0.026224435,0.026005792
Congenital Hyperinsulinism,0,0,0,0.072366379,0,0,0,0,0.050071589,0,0,0,0,0,0,0.050491459,0,0,0,0.066296865,0.056318615,0,0,0,0,0.06587993,0,0,0,0.049964565,0,0,0,0,0,0,0,0,0.072366379,0.05682722,0,0.216995031,0,0,0,0,0,0,0,0,0,0,0.259617637,0,0,0,0,0,0,0,0.055499775,0,0,0,0.202531876,0,0,0,0,0,0,0.102112846,0,0,0.045871031,0,0,0,0,0,0,0,0,0.109767812,0,0,0,0.074192058,0,0,1,0,0,0,0.153037198,0,0.093163578,0,0,0.080410275,0,0.042179405,0,0,0.082841313,0,0.060478159,0,0.055254223,0,0.060951239,0,0.074270595,0,0,0.093163578,0,0.069238615,0,0,0.179378351,0,0,0,0,0,0.079275502,0,0.093914433,0,0,0,0,0,0,0.369316835,0,0,0.063405211,0,0,0.06063091,0,0,0,0,0,0,0,0,0.064422551,0,0,0,0,0.047189051,0
"Neoplasms, Germ Cell and Embryonal",0,0.458881481,0,0.093484845,0,0.499105633,0,0,0,0,0,0.080120154,0.499426682,0.081833474,0.087281464,0.171186332,0.180073936,0.258672962,0.331629348,0.202779596,0.07237544,0.097783356,0.14437925,0,0.078688251,0.094726352,0.079997743,0.093465369,0,0,0,0,0.084553681,0.08779516,0.179920851,0.093463921,0.211759916,0.318495287,0.093484845,0.080354537,0.081833474,0.098562633,0.151559528,0,0,0,0.250369662,0,0.278924977,0,0,0,0,0,0,0,0,0.503139435,0,0.203979709,0.19090468,0,0.238737693,0,0,0.105049504,0,0,0.238644568,0.422312064,0,0,0,0,0,0,0,0.266293452,0.340757809,0.766409081,0,0.087281464,0.190021027,0,0,0.271876062,0.186674363,0,0.503897471,0.438822317,0,1,0.543946531,0.4576512,0,0,0.117593756,0,0.254100715,0,0.4576512,0,0.488964748,0.08056172,0,0,0,0.600916211,0.219002574,0,0,0,0,0,0.318495287,0.117593756,0,0.231457666,0,0.246904071,0,0.090954866,0.190680877,0.385610632,0.1785253,0,0,0,0,0,0,0.24081052,0,0,0,0,0,0.385610632,0,0,0.182284699,0,0,0.300703928,0.297148814,0,0.278645047,0.271876062,0.256250193,0,0,0,0.385610632,0.278924977,0,0,0
Gestational Trophoblastic Disease,0,0.287226627,0,0.05593305,0,0.23177091,0,0,0,0,0,0.087082606,0.249658743,0.044844813,0.094539834,0.088664912,0.089169357,0.131819544,0.164885441,0.102295584,0.042539129,0.05800917,0.094376259,0,0.079763085,0.06109183,0.046215128,0.055924033,0,0,0,0,0.055519063,0.087205188,0.119470962,0.055922396,0.102194678,0.155370744,0.05593305,0.044188548,0.044844813,0.063141435,0.098103774,0,0,0,0.128380456,0,0.140024342,0,0,0,0,0.071583486,0,0,0,0.281982406,0,0.108369779,0.109234053,0,0.112634046,0,0,0.066547287,0,0,0.1125988,0.184388772,0,0,0,0,0,0,0,0.150442777,0.20739081,0.385886486,0,0.094539834,0.11689426,0,0,0.137189871,0.092045626,0,0.844064349,0.586091656,0,0.543946531,1,0.182942659,0,0.060518345,0.072920692,0,0.144708839,0,0.182942659,0,0.198532959,0.053276843,0,0.187317558,0,0.857208217,0.160470024,0,0,0,0,0,0.155370744,0.072920692,0,0.120393735,0,0.126699069,0,0.097796376,0.11333187,0.20207634,0.124086963,0,0,0,0,0,0,0.12437429,0,0,0,0,0,0.20207634,0,0,0.090219168,0,0.042547025,0.166138112,0.164552688,0,0.127258578,0.137189871,0.119170347,0,0,0.041987161,0.20207634,0.140024342,0,0.030240809,0.030727171
Glioblastoma,0,0.26835571,0,0.031885422,0,0.740343285,0,0,0,0,0,0.034553596,0.304096983,0.018996465,0.030050089,0.101263619,0.09127795,0.087677143,0.362227381,0.117603657,0.020675042,0.033138327,0.070995541,0,0.022237649,0.040067714,0.022557495,0.031880523,0,0,0,0,0.036249767,0.024432996,0.102949568,0.031878485,0.11869604,0.104417307,0.031885422,0.018700805,0.018996465,0.041479725,0.073972685,0,0,0,0.085259257,0,0.185773191,0,0,0,0,0,0,0,0,0.236173215,0,0.141806099,0.115668957,0,0.122188584,0,0,0.043838048,0,0,0.066156775,0.511762624,0,0,0,0,0,0,0,0.111777122,0.170345561,0.292631297,0,0.030050089,0.089195706,0,0,0.091459257,0.106344172,0,0.135482314,0.206020423,0,0.4576512,0.182942659,1,0,0,0.04828439,0,0.205428232,0,0.313075329,0,0.217643728,0.034723435,0,0,0,0.251559255,0.102963979,0,0,0,0,0,0.207531551,0.04828439,0,0.07967828,0,0.145209903,0,0.031141373,0.083142619,0.152855607,0.125983921,0,0,0,0,0,0,0.082456576,0,0,0,0,0,0.152855607,0,0,0.052390144,0,0,0.124106046,0.122857018,0,0.075354577,0.091459257,0.070263334,0,0,0,0.152855607,0.185773191,0,0,0
Hyperhomocysteinemia,0,0,0,0,0,0,0,0,0.074448385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08251017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158021204,0,0,0,0,0,0,0,0.091537121,0,0,0,0.129942362,0,0,0,0,0,0,0.129758694,0,0,0.068271862,0,0,0,0,0,0,0,0,0,0,0,0,0.121855058,0,0,0.153037198,0,0,0,1,0,0,0,0,0.049762814,0,0.102539868,0,0,0.157094835,0,0.099636068,0,0.091137144,0,0,0,0.046026213,0,0,0,0,0,0,0,0.115318406,0,0,0,0,0,0.101133788,0,0.064483279,0,0,0,0,0,0,0.194806788,0,0,0.10438987,0,0,0.03392127,0,0,0,0,0,0,0,0,0.106042838,0,0,0,0,0.063860366,0
Infertility,0,0,0,0,0,0,0,0,0,0,0,0.212726806,0,0,0.227921896,0,0,0,0,0,0,0,0,0,0.241667954,0,0,0,0,0,0,0,0.192592102,0.264296148,0.173839333,0.238186666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457191222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227921896,0,0,0,0,0,0,0.053718683,0.050723472,0,0,0.060518345,0,0,1,0,0,0,0,0,0,0,0,0,0.088218282,0,0.070396487,0.152783197,0,0,0,0,0,0,0,0,0,0.493264,0,0,0.289934578,0,0,0.183083709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232761273,0,0,0,0,0,0,0,0,0.241698791,0,0,0,0.173885703,0.184581519
Liver Neoplasms,0,0.289342406,0,0.386759888,0,0.059382236,0,0,0,0,0,0.140900881,0.068031551,0.119310186,0.140606912,0.274014658,0.125401138,0.058241041,0.111702946,0.687652316,0.294001555,0.154325239,0.251098244,0,0.121247121,0.374164853,0.122909783,0.148753049,0,0,0,0,0.14754722,0.132615176,0.107237859,0.148748703,0.122882078,0.068703852,0.386759888,0.305598802,0.119310186,0.436436947,0.261065115,0,0,0,0.056715058,0,0.061884107,0,0,0,0,0,0,0,0,0.117593756,0,0.108294588,0.06625088,0,0.051174509,0,0,0.176983803,0,0,0.051158418,0.047993082,0,0,0,0,0,0,0,0.064478663,0.086351449,0.086733877,0,0.140606912,0.311365834,0.384480008,0,0.06062617,0.110627683,0,0.061560946,0.061108557,0.093163578,0.117593756,0.072920692,0.04828439,0,0,1,0,0.133388993,0,0.04828439,0,0.049872531,0.141567481,0,0,0,0.089421995,0.124547177,0,0.076358017,0,0,0,0.068703852,0.504355412,0,0.278361952,0,0.182517451,0,0.145469497,0.048522759,0.086733877,0.113050974,0,0,0,0,0,0,0.054937058,0,0,0,0,0,0.086733877,0,0,0.040951692,0,0,0.071237405,0.070553953,0,0.057854315,0.06062617,0.054158778,0,0,0,0.086733877,0.061884107,0,0,0
Marek Disease,0.119056677,0,0,0,0.044467211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070667987,0,0,0,0.324682406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047711257,0.288618743,0,0,0,0,0,0.083755932,0,0,0.376887697,0.386599767,0,0.11419662,0,0,0,0,0.291809787,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059737351,0,0,0,0.064977028,0,0.233509049,0,0,0,0,0,0,0,0,0.040790572,0,0.0596613,0.108026956,0,0,0,0,0,0.525362901,0,0,0.330207248,0.267314488,0.038465907,0,0.291809787,0,0.055435171,0,0,0,0,0,0,0.065857483
